tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender,distance,minutes,age,season,dayofweek,hour,over30min
1609,2016-09-05 10:52:35 UTC,2016-09-05 11:19:25 UTC,3351,E 102 St & 1 Ave,40.7869946,-73.94164802,2022,E 60 St & York Ave,40.759107,-73.959223,26562,Customer,1953,female,3436.0239036656703,26.816666666666666,67,3,2,10,no
1296,2016-09-17 17:53:52 UTC,2016-09-17 18:15:28 UTC,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,484,W 44 St & 5 Ave,40.75500254,-73.98014437,17527,Customer,1957,male,2964.7818904510787,21.6,63,3,7,17,no
1260,2016-09-27 13:55:31 UTC,2016-09-27 14:16:32 UTC,167,E 39 St & 3 Ave,40.7489006,-73.97604882,237,E 11 St & 2 Ave,40.73047309,-73.98672378,22792,Customer,1957,male,2237.7377681270368,21.0,63,3,3,13,no
1395,2016-08-14 09:21:33 UTC,2016-08-14 09:44:49 UTC,359,E 47 St & Park Ave,40.75510267,-73.97498696,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,25731,Customer,1956,male,653.93512439225856,23.25,64,3,1,9,no
1905,2016-08-09 11:13:23 UTC,2016-08-09 11:45:09 UTC,525,W 34 St & 11 Ave,40.75594159,-74.0021163,358,Christopher St & Greenwich St,40.73291553,-74.00711384,21525,Customer,1945,female,2594.7689415717418,31.75,75,3,3,11,yes
1911,2016-09-23 13:48:47 UTC,2016-09-23 14:20:39 UTC,312,Allen St & Stanton St,40.722055,-73.989111,315,South St & Gouverneur Ln,40.70355377,-74.00670227,26886,Customer,1956,female,2535.8592676022936,31.85,64,3,6,13,yes
604,2016-09-14 11:25:31 UTC,2016-09-14 11:35:35 UTC,3120,Center Blvd & Borden Ave,40.74161,-73.96044,3125,45 Rd & 11 St,40.74708586,-73.94977234,16491,Customer,1955,male,1085.5393449968856,10.066666666666666,65,3,4,11,no
1552,2016-09-04 15:11:54 UTC,2016-09-04 15:37:47 UTC,259,South St & Whitehall St,40.70122128,-74.01234218,330,Reade St & Broadway,40.71450451,-74.00562789,24270,Customer,1953,male,1581.7462286857829,25.866666666666667,67,3,1,15,no
2265,2016-08-26 18:20:35 UTC,2016-08-26 18:58:20 UTC,260,Broad St & Bridge St,40.70365182,-74.01167797,341,Stanton St & Mangin St,40.71782143,-73.97628939,17405,Customer,1953,male,3373.368708226541,37.75,67,3,6,18,yes
2451,2016-09-12 09:39:05 UTC,2016-09-12 10:19:56 UTC,3354,3 St & Prospect Park West,40.668132,-73.97363831,3354,3 St & Prospect Park West,40.668132,-73.97363831,14549,Customer,1952,male,0.0,40.85,68,3,2,9,yes
1169,2016-07-29 13:06:35 UTC,2016-07-29 13:26:04 UTC,346,Bank St & Hudson St,40.73652889,-74.00618026,434,9 Ave & W 18 St,40.74317449,-74.00366443,18838,Customer,1954,male,768.75616680867427,19.483333333333334,66,3,6,13,no
1992,2016-08-22 18:15:30 UTC,2016-08-22 18:48:42 UTC,337,Old Slip & Front St,40.7037992,-74.00838676,301,E 2 St & Avenue B,40.72217444,-73.98368779,15205,Customer,1955,male,2916.9242577048449,33.2,65,3,2,18,yes
3717,2016-09-11 10:27:24 UTC,2016-09-11 11:29:21 UTC,251,Mott St & Prince St,40.72317958,-73.99480012,3162,W 78 St & Broadway,40.78339981,-73.98093133,27021,Customer,1956,female,6797.3337897856645,61.95,64,3,1,10,yes
1266,2014-06-07 13:01:50 UTC,2014-06-07 13:22:56 UTC,311,Norfolk St & Broome St,40.7172274,-73.98802084,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,19195,Customer,1955,female,2092.3923149881957,21.1,65,2,7,13,no
627,2016-08-26 15:00:04 UTC,2016-08-26 15:10:32 UTC,326,E 11 St & 1 Ave,40.72953837,-73.98426726,483,E 12 St & 3 Ave,40.73223272,-73.98889957,26028,Customer,1957,female,492.05080710601203,10.45,63,3,6,15,no
1985,2016-09-08 10:30:43 UTC,2016-09-08 11:03:49 UTC,490,8 Ave & W 33 St,40.751551,-73.993934,329,Greenwich St & North Moore St,40.720152270232852,-74.010365009307861,23931,Customer,1956,male,3755.8403964671447,33.083333333333336,64,3,5,10,yes
2033,2016-09-18 20:28:00 UTC,2016-09-18 21:01:54 UTC,493,W 45 St & 6 Ave,40.7568001,-73.98291153,3285,W 87 St  & Amsterdam Ave,40.78839,-73.9747,21290,Customer,1956,male,3580.0564927729688,33.883333333333333,64,3,1,20,yes
695,2014-06-14 10:27:17 UTC,2014-06-14 10:38:52 UTC,295,Pike St & E Broadway,40.71406667,-73.99293911,376,John St & William St,40.70862144,-74.00722156,19576,Customer,1955,female,1347.510846662077,11.583333333333334,65,2,7,10,no
479,2016-09-04 00:09:11 UTC,2016-09-04 00:17:11 UTC,3403,4 Ave & 9 St,40.6705135,-73.98876585,3324,3 Ave & 14 St,40.6685455,-73.99333264,24726,Customer,1955,male,442.98511635187828,7.9833333333333334,65,3,1,0,no
1741,2016-09-05 10:50:42 UTC,2016-09-05 11:19:44 UTC,3152,3 Ave & E 71 St,40.76873687,-73.96119945,477,W 41 St & 8 Ave,40.75640548,-73.9900262,16130,Customer,1949,male,2788.2868239865174,29.016666666666666,71,3,2,10,no
1575,2016-09-16 08:59:25 UTC,2016-09-16 09:25:41 UTC,501,FDR Drive & E 35 St,40.744219,-73.97121214,3140,1 Ave & E 78 St,40.77140426,-73.9535166,21709,Customer,1947,male,3370.3382498918131,26.25,73,3,6,8,no
575,2016-09-25 11:10:06 UTC,2016-09-25 11:19:42 UTC,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,3086,Graham Ave & Conselyea St,40.715143,-73.944507,15142,Customer,1956,male,1094.5706183876368,9.5833333333333339,64,3,1,11,no
1487,2016-09-02 17:47:57 UTC,2016-09-02 18:12:44 UTC,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,329,Greenwich St & North Moore St,40.720152270232852,-74.010365009307861,23134,Customer,1955,male,4722.7137196172671,24.783333333333335,65,3,6,17,no
2918,2016-09-27 10:21:25 UTC,2016-09-27 11:10:03 UTC,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,15883,Customer,1957,male,4538.9049667074505,48.633333333333333,63,3,3,10,yes
683,2016-09-08 11:12:59 UTC,2016-09-08 11:24:22 UTC,276,Duane St & Greenwich St,40.71748752,-74.0104554,319,Fulton St & Broadway,40.711066,-74.009447,19928,Customer,1957,male,719.08190222953669,11.383333333333333,63,3,5,11,no
1530,2016-09-11 09:42:05 UTC,2016-09-11 10:07:36 UTC,306,Cliff St & Fulton St,40.70823502,-74.00530063,348,W Broadway & Spring St,40.72490985,-74.00154702,25446,Customer,1955,male,1880.9536840744402,25.5,65,3,1,9,no
2600,2016-09-05 15:41:30 UTC,2016-09-05 16:24:50 UTC,3300,Prospect Park West & 8 St,40.66514681533792,-73.976376056671143,261,Johnson St & Gold St,40.69474881,-73.98362464,22009,Customer,1954,male,3347.8695346038244,43.333333333333336,66,3,2,15,yes
254,2016-09-04 13:38:32 UTC,2016-09-04 13:42:47 UTC,3159,W 67 St & Broadway,40.77492513,-73.98266566,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.988885879516587,21581,Customer,1952,male,597.29167531125768,4.2333333333333334,68,3,1,13,no
4044,2016-09-16 19:51:50 UTC,2016-09-16 20:59:15 UTC,3134,3 Ave & E 62 St,40.76312584,-73.96526895,3425,2 Ave  & E 104 St,40.7892105,-73.94370784,15178,Customer,1955,female,3421.8422577038586,67.4,65,3,6,19,yes
1174,2016-09-05 14:04:52 UTC,2016-09-05 14:24:27 UTC,377,6 Ave & Canal St,40.72243797,-74.00566443,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,16988,Customer,1953,female,1861.056153267024,19.566666666666666,67,3,2,14,no
1530,2016-08-13 11:17:45 UTC,2016-08-13 11:43:16 UTC,151,Cleveland Pl & Spring St,40.722103786686034,-73.997249007225037,472,E 32 St & Park Ave,40.7457121,-73.98194829,20316,Customer,1956,male,2924.6117459196616,25.5,64,3,7,11,no
1665,2016-09-06 10:05:58 UTC,2016-09-06 10:33:43 UTC,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,26731,Customer,1949,male,0.0,27.75,71,3,3,10,no
444,2016-09-19 07:30:23 UTC,2016-09-19 07:37:48 UTC,3098,Leonard St & Bayard St,40.71928,-73.94861,3108,Nassau Ave & Russell St,40.72557,-73.94434,26626,Customer,1950,male,786.55680542949312,7.4,70,3,2,7,no
1385,2016-09-10 14:34:49 UTC,2016-09-10 14:57:55 UTC,3373,3 St & 3 Ave,40.6750705,-73.98775226,3422,Columbia St & Degraw St,40.6859296,-74.00242364,23385,Customer,1957,female,1728.7561882596344,23.083333333333332,63,3,7,14,no
1372,2016-09-04 11:04:54 UTC,2016-09-04 11:27:47 UTC,3002,South End Ave & Liberty St,40.711512,-74.015756,534,Water - Whitehall Plaza,40.70255065,-74.0127234,26706,Customer,1956,male,1028.7237022993493,22.866666666666667,64,3,1,11,no
1386,2016-09-04 11:54:44 UTC,2016-09-04 12:17:51 UTC,306,Cliff St & Fulton St,40.70823502,-74.00530063,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,26251,Customer,1956,male,1236.1938355234172,23.1,64,3,1,11,no
114,2014-06-07 15:53:04 UTC,2014-06-07 15:54:58 UTC,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,18833,Customer,1955,female,0.0,1.9,65,2,7,15,no
2009,2016-09-04 08:30:09 UTC,2016-09-04 09:03:39 UTC,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,480,W 53 St & 10 Ave,40.76669671,-73.99061728,20802,Customer,1953,female,3240.1241632824431,33.483333333333334,67,3,1,8,yes
1836,2016-09-05 09:43:19 UTC,2016-09-05 10:13:56 UTC,524,W 43 St & 6 Ave,40.75527307,-73.98316936,3305,E 91 St & 2 Ave,40.781122299341661,-73.949655890464783,17224,Customer,1955,female,4028.290787462483,30.6,65,3,2,9,yes
1630,2016-09-03 12:05:01 UTC,2016-09-03 12:32:12 UTC,3176,W 64 St & West End Ave,40.77452835,-73.98753759,3291,Riverside Dr & W 91 St,40.7933718,-73.97685115,17412,Customer,1954,male,2280.3092356457551,27.166666666666668,66,3,7,12,no
2734,2016-09-07 22:04:28 UTC,2016-09-07 22:50:03 UTC,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,349,Rivington St & Ridge St,40.71850211,-73.98329859,15463,Customer,1952,male,1721.4763806370727,45.56666666666667,68,3,4,22,yes
364,2016-09-05 17:15:18 UTC,2016-09-05 17:21:22 UTC,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,357,E 11 St & Broadway,40.73261787,-73.99158043,26722,Customer,1954,male,673.72872437678348,6.0666666666666664,66,3,2,17,no
1328,2016-09-23 14:04:01 UTC,2016-09-23 14:26:10 UTC,368,Carmine St & 6 Ave,40.73038599,-74.00214988,3428,8 Ave & W 16 St,40.740983,-74.001702,25696,Customer,1955,male,1178.9397022385535,22.133333333333333,65,3,6,14,no
1707,2016-09-20 12:32:49 UTC,2016-09-20 13:01:17 UTC,3265,E 2 St & 2 Ave,40.7245634290432,-73.9894437789917,82,St James Pl & Pearl St,40.71117416,-74.00016545,16887,Customer,1956,male,1741.5760332844388,28.45,64,3,3,12,no
1066,2016-09-10 17:12:49 UTC,2016-09-10 17:30:35 UTC,3165,Central Park West & W 72 St,40.775793766836657,-73.9762057363987,495,W 47 St & 10 Ave,40.76269882,-73.99301222,18818,Customer,1955,male,2030.6055282322939,17.766666666666666,65,3,7,17,no
1735,2016-09-12 09:35:34 UTC,2016-09-12 10:04:30 UTC,3423,West Drive & Prospect Park West,40.6610633719006,-73.979452550411224,3418,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,17200,Customer,1957,female,1703.8731282801848,28.916666666666668,63,3,2,9,no
513,2016-09-06 12:21:22 UTC,2016-09-06 12:29:56 UTC,3161,W 76 St & Columbus Ave,40.7801839724239,-73.977285325527191,3159,W 67 St & Broadway,40.77492513,-73.98266566,25716,Customer,1954,male,739.71948130549617,8.55,66,3,3,12,no
2394,2016-09-05 16:59:40 UTC,2016-09-05 17:39:35 UTC,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,20382,Customer,1954,male,3492.2046076260945,39.9,66,3,2,16,yes
2305,2016-09-05 14:15:23 UTC,2016-09-05 14:53:49 UTC,259,South St & Whitehall St,40.70122128,-74.01234218,322,Clinton St & Tillary St,40.696192,-73.991218,25129,Customer,1954,male,1866.5638965588148,38.416666666666664,66,3,2,14,yes
2059,2016-09-04 16:16:09 UTC,2016-09-04 16:50:29 UTC,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,282,Kent Ave & S 11 St,40.707644944175705,-73.968415260314941,16632,Customer,1957,female,735.39222198290713,34.31666666666667,63,3,1,16,yes
889,2016-09-07 13:06:14 UTC,2016-09-07 13:21:04 UTC,137,E 56 St & Madison Ave,40.761628,-73.972924,505,6 Ave & W 33 St,40.74901271,-73.98848395,25758,Customer,1952,male,1919.7586921163213,14.816666666666666,68,3,4,13,no
1507,2016-09-05 17:26:47 UTC,2016-09-05 17:51:55 UTC,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,485,W 37 St & 5 Ave,40.75038009,-73.98338988,23609,Customer,1954,male,2454.6363574924835,25.116666666666667,66,3,2,17,no
1265,2016-08-11 12:07:21 UTC,2016-08-11 12:28:27 UTC,517,Pershing Square South,40.751581,-73.97791,3260,Mercer St & Bleecker St,40.727063633483063,-73.996621370315538,15452,Customer,1950,male,3149.1949414842593,21.083333333333332,70,3,5,12,no
1320,2016-09-03 16:50:57 UTC,2016-09-03 17:12:58 UTC,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.988885879516587,3314,W 95 St & Broadway,40.7937704,-73.971888,15608,Customer,1955,female,2306.1569269119809,22.0,65,3,7,16,no
3049,2016-09-03 09:33:24 UTC,2016-09-03 10:24:14 UTC,3298,Warren St & Court St,40.686371,-73.99383324,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,22026,Customer,1954,female,4264.1974346725765,50.81666666666667,66,3,7,9,yes
1726,2016-09-03 16:18:21 UTC,2016-09-03 16:47:07 UTC,212,W 16 St & The High Line,40.74334935,-74.00681753,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.988885879516587,26523,Customer,1955,female,4087.4216621817845,28.766666666666666,65,3,7,16,no
1564,2016-09-10 18:50:24 UTC,2016-09-10 19:16:29 UTC,3330,Henry St & Bay St,40.6725058,-74.00494695,3313,6 Ave & 12 St,40.6663181,-73.9854617,22826,Customer,1957,female,1781.5972041733303,26.066666666666666,63,3,7,18,no
997,2016-08-14 10:14:32 UTC,2016-08-14 10:31:10 UTC,285,Broadway & E 14 St,40.73454567,-73.99074142,473,Rivington St & Chrystie St,40.72110063,-73.9919254,25731,Customer,1956,male,1498.3478685253456,16.616666666666667,64,3,1,10,no
371,2016-08-24 09:12:00 UTC,2016-08-24 09:18:12 UTC,387,Centre St & Chambers St,40.71273266,-74.0046073,417,Barclay St & Church St,40.71291224,-74.01020234,15130,Customer,1953,male,471.99826137080083,6.1833333333333336,67,3,4,9,no
8857,2016-09-03 14:24:26 UTC,2016-09-03 16:52:04 UTC,3153,E 71 St & 2 Ave,40.768175467422452,-73.959102630615234,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,22017,Customer,1955,male,863.05937219550754,147.61666666666667,65,3,7,14,yes
985,2016-08-30 18:25:07 UTC,2016-08-30 18:41:33 UTC,3259,9 Ave & W 28 St,40.749370241932773,-73.999233841896057,348,W Broadway & Spring St,40.72490985,-74.00154702,22337,Customer,1955,male,2726.8494307369619,16.416666666666668,65,3,3,18,no
1904,2016-09-08 10:36:01 UTC,2016-09-08 11:07:46 UTC,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,276,Duane St & Greenwich St,40.71748752,-74.0104554,23900,Customer,1957,male,3912.8531967127183,31.733333333333334,63,3,5,10,yes
734,2016-09-11 15:03:40 UTC,2016-09-11 15:15:55 UTC,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,25432,Customer,1955,male,511.07309264121022,12.233333333333333,65,3,1,15,no
3232,2016-09-03 14:55:52 UTC,2016-09-03 15:49:44 UTC,3320,Central Park West & W 100 St,40.793393,-73.9635556,3158,W 63 St & Broadway,40.77163851,-73.98261428,26560,Customer,1941,male,2902.8422532605077,53.866666666666667,79,3,7,14,yes
1238,2016-08-01 09:31:37 UTC,2016-08-01 09:52:16 UTC,335,Washington Pl & Broadway,40.72903917,-73.99404649,2004,6 Ave & Broome St,40.724399,-74.004704,14556,Customer,1944,male,1035.7414035346167,20.633333333333333,76,3,2,9,no
298,2016-09-17 19:52:58 UTC,2016-09-17 19:57:57 UTC,423,W 54 St & 9 Ave,40.76584941,-73.98690506,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,22791,Customer,1956,female,743.02057686829949,4.9666666666666668,64,3,7,19,no
276,2016-09-18 17:11:37 UTC,2016-09-18 17:16:13 UTC,265,Stanton St & Chrystie St,40.72229346,-73.99147535,410,Suffolk St & Stanton St,40.72066442,-73.98517977,24881,Customer,1950,male,560.62194381831011,4.6,70,3,1,17,no
642,2016-09-15 16:54:37 UTC,2016-09-15 17:05:20 UTC,3298,Warren St & Court St,40.686371,-73.99383324,3180,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712,16135,Customer,1955,female,1407.3705280467791,10.7,65,3,5,16,no
2093,2016-09-17 11:28:49 UTC,2016-09-17 12:03:43 UTC,164,E 47 St & 2 Ave,40.75323098,-73.97032517,3140,1 Ave & E 78 St,40.77140426,-73.9535166,25480,Customer,1954,male,2467.3092772647365,34.883333333333333,66,3,7,11,yes
2093,2016-09-11 18:09:46 UTC,2016-09-11 18:44:39 UTC,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,447,8 Ave & W 52 St,40.76370739,-73.9851615,25377,Customer,1955,male,3876.08297261102,34.883333333333333,65,3,1,18,yes
2331,2016-09-22 17:28:26 UTC,2016-09-22 18:07:18 UTC,3140,1 Ave & E 78 St,40.77140426,-73.9535166,229,Great Jones St,40.72743423,-73.99379025,19209,Customer,1957,male,5950.9994054226281,38.85,63,3,5,17,yes
